# ref_schools — India schools seed (Build 2b, T1: chains + CISCE + curated).
# Sources: deedy/cbse_schools_data + deedy/cisce_schools_data (both CC-BY-SA-4.0). School
# names + districts are public CBSE/government FACTS (not copyrightable); re-expressed and
# normalized here, used as facts WITH attribution. Underlying authority: CBSE / CISCE.
# Tags: deedy rows source='deedy', curated international top-up source='seed'.
# Name format: '{Title name}, {District}, {State}' (CBSE chains) / '{name}, {State}' (CISCE,
# no district column) / '{name}, {City}, {State}' (curated). LENIENT field — never blocks signup.
name,aliases,source
"Sri Vishwas Vidhyalaya, Tamilnadu",{},deedy
"Sri Vishweshwaraiah School, Karnataka",{},deedy
"Sri Vivekananda International School, Karnataka",{},deedy
"Srikrishna Public School, Jharkhand",{},deedy
"Sruthi Vidhyodhaya, Tamilnadu",{},deedy
"St Anthony's School, Karnataka",{},deedy
"St Mary's School, Odisha",{},deedy
"St Philomina Public School, Karnataka",{},deedy
"St Thomas School, Kerala",{},deedy
"St Thomas School, Ujjain, Madhya Pradesh",{},deedy
"St. Agnes School, West Bengal",{},deedy
"St. Agnes' Convent School, West Bengal",{},deedy
"St. Agnes' Loreto Day School, Uttar Pradesh",{},deedy
"St. Albert's High School, Bihar",{},deedy
"St. Aloysius Anglo - Indian High School, Andhra Pradesh",{},deedy
"St. Aloysius Convent I.S.C. School, Kerala",{},deedy
"St. Aloysius Orphanage And Day School, West Bengal",{},deedy
"St. Aloysius' High School, Uttar Pradesh",{},deedy
"St. Amtul Public School, Uttar Pradesh",{},deedy
"St. Andrew's Public School, Uttarakhand",{},deedy
"St. Andrew's School, GOA",{},deedy
"St. Angeloes College, Uttar Pradesh",{},deedy
"St. Ann's Convent School, Andhra Pradesh",{},deedy
"St. Ann's Convent School, Uttar Pradesh",{},deedy
"St. Ann's Day School, West Bengal",{},deedy
"St. Ann's E. M High School, Andhra Pradesh",{},deedy
"St. Ann's E.m. School, Andhra Pradesh",{},deedy
"St. Ann's Eng. Med. School, Andhra Pradesh",{},deedy
"St. Ann's High School, Andhra Pradesh",{},deedy
"St. Ann's High School, Karnataka",{},deedy
"St. Ann's Public School, Kerala",{},deedy
"St. Ann's School, Andhra Pradesh",{},deedy
"St. Ann's School, Jharkhand",{},deedy
"St. Ann's School, Karnataka",{},deedy
"St. Ann's School, Maharashtra",{},deedy
"St. Anne's Convent School, Odisha",{},deedy
"St. Anne's English Medium Public School, Kerala",{},deedy
"St. Anne's English Medium School, Banjari, Chattisgarh",{},deedy
"St. Anne's English Medium School, Kerala",{},deedy
"St. Anne's School, Odisha",{},deedy
"St. Anthony's Convent School, West Bengal",{},deedy
"St. Anthony's Day School, West Bengal",{},deedy
"St. Anthony's Junior College, Uttar Pradesh",{},deedy
"St. Anthony's School, Jharkhand",{},deedy
"St. Anthony's School, West Bengal",{},deedy
"St. Antony National School, Maharashtra",{},deedy
"St. Antony's Convent School, Punjab",{},deedy
"St. Antony's Inter College, Uttar Pradesh",{},deedy
"St. Antony's Public School, Karnataka",{},deedy
"St. Antony's School, Odisha",{},deedy
"St. Antony's School, Uttar Pradesh",{},deedy
"St. Augustine School, Punjab",{},deedy
"St. Augustine School, Tamilnadu",{},deedy
"St. Augustine's Day School, West Bengal",{},deedy
"St. Augustine's School, West Bengal",{},deedy
"St. Basil's High School, Uttar Pradesh",{},deedy
"St. Catherines School, Kerala",{},deedy
"St. Charles Borromeo Convent School, Kerala",{},deedy
"St. Charles High School, Karnataka",{},deedy
"St. Charles School, Jharkhand",{},deedy
"St. Charles School, Madhya Pradesh",{},deedy
"St. Clare School, West Bengal",{},deedy
"St. Clare's School, Jharkhand",{},deedy
"St. Claret School, Madhya Pradesh",{},deedy
"St. Claret School, West Bengal",{},deedy
"St. Conrad's Inter College, Uttar Pradesh",{},deedy
"St. Denis School, West Bengal",{},deedy
"St. Dominic Savio School, Uttar Pradesh",{},deedy
"St. Dominic Savio School, West Bengal",{},deedy
"St. Dominic's School, Karnataka",{},deedy
"St. Edmund's School, Meghalaya",{},deedy
"St. Fidelis College, Uttar Pradesh",{},deedy
"St. Flowers English Medium School, Karnataka",{},deedy
"St. Francis Convent School, Punjab",{},deedy
"St. Francis Convent School, Uttar Pradesh",{},deedy
"St. Francis De Sales School, Jharkhand",{},deedy
"St. Francis E.M.B High School, Andhra Pradesh",{},deedy
"St. Francis English Medium School, Kerala",{},deedy
"St. Francis High School, Punjab",{},deedy
"St. Francis Icse School, Karnataka",{},deedy
"St. Francis Of Assisi School, Karnataka",{},deedy
"St. Francis School, Andhra Pradesh",{},deedy
"St. Francis School, Jharkhand",{},deedy
"St. Francis School, Karnataka",{},deedy
"St. Francis School, Kerala",{},deedy
"St. Francis School, Maharashtra",{},deedy
"St. Francis School, Punjab",{},deedy
"St. Francis School, Sikkim",{},deedy
"St. Francis School, Uttar Pradesh",{},deedy
"St. Francis School, West Bengal",{},deedy
"St. Francis Xavier Girls' High School, Karnataka",{},deedy
"St. Francis Xavier School, West Bengal",{},deedy
"St. Francis de Sales Public School, Karnataka",{},deedy
"St. Francis' College, Uttar Pradesh",{},deedy
"St. Francis' Convent Inter College, Uttar Pradesh",{},deedy
"St. George's College, Uttar Pradesh",{},deedy
"St. George's College, Uttarakhand",{},deedy
"St. George's Girls' Grammar School, Andhra Pradesh",{},deedy
"St. George's Grammar School, Andhra Pradesh",{},deedy
"St. George's School, Arunachal Pradesh",{},deedy
"St. Germain High School, Karnataka",{},deedy
"St. Gregorios English School, Odisha",{},deedy
"St. Gregorios High School, Maharashtra",{},deedy
"St. Helen School, West Bengal",{},deedy
"St. Helen's School, West Bengal",{},deedy
"St. Helen's Secondary School, West Bengal",{},deedy
"St. Helena's School And Junior College, Maharashtra",{},deedy
"St. Hilda's School, Tamilnadu",{},deedy
"St. James Mission School, Uttar Pradesh",{},deedy
"St. James School, Uttar Pradesh",{},deedy
"St. James' Convent School, Odisha",{},deedy
"St. James' High School, West Bengal",{},deedy
"St. James' School, West Bengal",{},deedy
"St. Joan's School, West Bengal",{},deedy
"St. John Bosco College, Uttar Pradesh",{},deedy
"St. John Mary Vianney English Medium School, Odisha",{},deedy
"St. John's Academy, Uttar Pradesh",{},deedy
"St. John's Co.-ed. School, Uttar Pradesh",{},deedy
"St. John's Convent School, Uttar Pradesh",{},deedy
"St. John's English Medium School, Kerala",{},deedy
"St. John's High School, Bihar",{},deedy
"St. John's High School, Jharkhand",{},deedy
"St. John's High School, Karnataka",{},deedy
"St. John's High School, Maharashtra",{},deedy
"St. John's High School, West Bengal",{},deedy
"St. John's Parish School, Andhra Pradesh",{},deedy
"St. John's Residential School, Kerala",{},deedy
"St. John's School, Karnataka",{},deedy
"St. John's School, Kerala",{},deedy
"St. John's School, Odisha",{},deedy
"St. John's School, Uttar Pradesh",{},deedy
"St. John's Senior Secondary School, Uttarakhand",{},deedy
"St. John's Universal School, Maharashtra",{},deedy
"St. Johns' School, West Bengal",{},deedy
"St. Joseph & Mary's School, West Bengal",{},deedy
"St. Joseph College, Uttar Pradesh",{},deedy
"St. Joseph Day School, West Bengal",{},deedy
"St. Joseph Inter College, Uttar Pradesh",{},deedy
"St. Joseph International Academy, Kerala",{},deedy
"St. Joseph Montessori School, Uttar Pradesh",{},deedy
"St. Joseph Public School, Kerala",{},deedy
"St. Joseph School, Jharkhand",{},deedy
"St. Joseph Vaz' Vidyaniketan, Uttar Pradesh",{},deedy
"St. Joseph's Academy, Tamilnadu",{},deedy
"St. Joseph's Academy, Uttar Pradesh",{},deedy
"St. Joseph's Academy, Uttarakhand",{},deedy
"St. Joseph's Aksharadhama, Karnataka",{},deedy
"St. Joseph's Boys High School, Karnataka",{},deedy
"St. Joseph's Boys' School, Punjab",{},deedy
"St. Joseph's College, Uttar Pradesh",{},deedy
"St. Joseph's College, Uttarakhand",{},deedy
"St. Joseph's College, West Bengal",{},deedy
"St. Joseph's Convent English Medium School, Kerala",{},deedy
"St. Joseph's Convent High School, Bihar",{},deedy
"St. Joseph's Convent High School, Jharkhand",{},deedy
"St. Joseph's Convent High School, West Bengal",{},deedy
"St. Joseph's Convent Higher Secondary School, Odisha",{},deedy
"St. Joseph's Convent School & Junior College Edamon, Kerala",{},deedy
"St. Joseph's Convent School, Andhra Pradesh",{},deedy
"St. Joseph's Convent School, Kerala",{},deedy
"St. Joseph's Convent School, Maharashtra",{},deedy
"St. Joseph's Convent School, Odisha",{},deedy
"St. Joseph's Convent School, Punjab",{},deedy
"St. Joseph's Convent School, Uttar Pradesh",{},deedy
"St. Joseph's Convent School, Uttarakhand",{},deedy
"St. Joseph's Convent School, West Bengal",{},deedy
"St. Joseph's Convent, West Bengal",{},deedy
"St. Joseph's English Medium School, Kerala",{},deedy
"St. Joseph's English Medium School, Odisha",{},deedy
"St. Joseph's Girls' High School, Andhra Pradesh",{},deedy
"St. Joseph's Girls' High School, Odisha",{},deedy
"St. Joseph's High School, Andhra Pradesh",{},deedy
"St. Joseph's High School, Haryana",{},deedy
"St. Joseph's High School, Odisha",{},deedy
"St. Joseph's High School, Uttar Pradesh",{},deedy
"St. Joseph's High School, West Bengal",{},deedy
"St. Joseph's Higher Secondary School, Madhya Pradesh",{},deedy
"St. Joseph's Junior School, Kerala",{},deedy
"St. Joseph's Model Public School, Kerala",{},deedy
"St. Joseph's Public School, Andhra Pradesh",{},deedy
"St. Joseph's Public School, Kerala",{},deedy
"St. Joseph's School, Andhra Pradesh",{},deedy
"St. Joseph's School, Bihar",{},deedy
"St. Joseph's School, Jharkhand",{},deedy
"St. Joseph's School, Odisha",{},deedy
"St. Joseph's School, Punjab",{},deedy
"St. Joseph's School, Sikkim",{},deedy
"St. Joseph's School, Uttar Pradesh",{},deedy
"St. Joseph's School, West Bengal",{},deedy
"St. Joseph's Sec. School, Andhra Pradesh",{},deedy
"St. Jude School, Arunachal Pradesh",{},deedy
"St. Jude's College, Uttar Pradesh",{},deedy
"St. Jude's Convent School, Punjab",{},deedy
"St. Jude's High School, West Bengal",{},deedy
"St. Jude's Public School & Junior College, Tamilnadu",{},deedy
"St. Jude's School, Uttar Pradesh",{},deedy
"St. Jude's School, Uttarakhand",{},deedy
"St. Kabir's Residential & Day School, Haryana",{},deedy
"St. Lawrence School, Uttar Pradesh",{},deedy
"St. Luke's Day School, West Bengal",{},deedy
"St. M.G. Public School, Bihar",{},deedy
"St. Mahapragya Convent School, Punjab",{},deedy
"St. Maria Goretti Inter College, Uttar Pradesh",{},deedy
"St. Mark's College, Uttar Pradesh",{},deedy
"St. Martin's High School, Andhra Pradesh",{},deedy
"St. Mary's Academy, Uttar Pradesh",{},deedy
"St. Mary's Convent College, Uttarakhand",{},deedy
"St. Mary's Convent High School, Uttar Pradesh",{},deedy
"St. Mary's Convent Inter College, Uttar Pradesh",{},deedy
"St. Mary's Convent School, Haryana",{},deedy
"St. Mary's Convent School, Karnataka",{},deedy
"St. Mary's Convent School, Odisha",{},deedy
"St. Mary's Convent School, Punjab",{},deedy
"St. Mary's Convent School, Sikkim",{},deedy
"St. Mary's Convent School, West Bengal",{},deedy
"St. Mary's English Medium School, Kerala",{},deedy
"St. Mary's English School, West Bengal",{},deedy
"St. Mary's High School, Maharashtra",{},deedy
"St. Mary's High School, Rajasthan",{},deedy
"St. Mary's High School, West Bengal",{},deedy
"St. Mary's Higher Secondary School, Odisha",{},deedy
"St. Mary's I.c.s.e. School, Maharashtra",{},deedy
"St. Mary's Inter College, Uttar Pradesh",{},deedy
"St. Mary's International School, Karnataka",{},deedy
"St. Mary's Orphanage And Day School, West Bengal",{},deedy
"St. Mary's Orthodox School, Uttar Pradesh",{},deedy
"St. Mary's Public School, Andhra Pradesh",{},deedy
"St. Mary's Public School, Karnataka",{},deedy
"St. Mary's Residential School, Kerala",{},deedy
"St. Mary's School, Himachal Pradesh",{},deedy
"St. Mary's School, Jharkhand",{},deedy
"St. Mary's School, Maharashtra",{},deedy
"St. Mary's School, Uttar Pradesh",{},deedy
"St. Mary's School, Uttarakhand",{},deedy
"St. Mary's School, West Bengal",{},deedy
"St. Mary's Senior Secondary School, Rajasthan",{},deedy
"St. Mathews Academy, Maharashtra",{},deedy
"St. Mathias School, Jharkhand",{},deedy
"St. Michael's Convent School, Punjab",{},deedy
"St. Michael's High School, Karnataka",{},deedy
"St. Michael's School, West Bengal",{},deedy
"St. Milarepa Academy, West Bengal",{},deedy
"St. Mira's English School, Karnataka",{},deedy
"St. Norbert School, Karnataka",{},deedy
"St. Norbert's School, Uttar Pradesh",{},deedy
"St. Patrick's Academy, Karnataka",{},deedy
"St. Patrick's Academy, Kerala",{},deedy
"St. Patrick's High School, Tamilnadu",{},deedy
"St. Patrick's Higher Secondary School, West Bengal",{},deedy
"St. Patrick's Junior College, Uttar Pradesh",{},deedy
"St. Patrick's School, Kerala",{},deedy
"St. Paul's Academy, Bihar",{},deedy
"St. Paul's Academy, Uttar Pradesh",{},deedy
"St. Paul's Academy, West Bengal",{},deedy
"St. Paul's Boarding & Day School, West Bengal",{},deedy
"St. Paul's Church College, Uttar Pradesh",{},deedy
"St. Paul's College, Uttar Pradesh",{},deedy
"St. Paul's Convent School, Punjab",{},deedy
"St. Paul's Educational Institution, West Bengal",{},deedy
"St. Paul's English School, Karnataka",{},deedy
"St. Paul's High School, Bihar",{},deedy
"St. Paul's High School, Haryana",{},deedy
"St. Paul's K.G. & Day School, West Bengal",{},deedy
"St. Paul's Mission School, West Bengal",{},deedy
"St. Paul's School, Bihar",{},deedy
"St. Paul's School, Odisha",{},deedy
"St. Paul's School, Rajasthan",{},deedy
"St. Paul's School, Tripura",{},deedy
"St. Paul's School, Uttar Pradesh",{},deedy
"St. Paul's School, West Bengal",{},deedy
"St. Paul's Senior Secondary School, Himachal Pradesh",{},deedy
"St. Peter Inter College, Uttar Pradesh",{},deedy
"St. Peter's College, Uttar Pradesh",{},deedy
"St. Peter's English Medium High School, Kerala",{},deedy
"St. Peter's School, Karnataka",{},deedy
"St. Peter's School, Madhya Pradesh",{},deedy
"St. Peter's School, Maharashtra",{},deedy
"St. Peter's School, Uttar Pradesh",{},deedy
"St. Peter's School, West Bengal",{},deedy
"St. Philomena's English Primary School, Karnataka",{},deedy
"St. Philomena's Public School, Karnataka",{},deedy
"St. Pious X School, Telangana",{},deedy
"St. Pius X English School, Kerala",{},deedy
"St. Roop Convent School, Punjab",{},deedy
"St. Sebastian's School, West Bengal",{},deedy
"St. Stephen's Academy, West Bengal",{},deedy
"St. Stephen's School, Chandigarh",{},deedy
"St. Stephen's School, Uttar Pradesh",{},deedy
"St. Stephen's School, West Bengal",{},deedy
"St. Tara Academy, Uttarakhand",{},deedy
"St. Teresa's Academy, Uttar Pradesh",{},deedy
"St. Teresa's College, Uttar Pradesh",{},deedy
"St. Teresa's Convent School, Uttar Pradesh",{},deedy
"St. Teresa's Day School, Uttar Pradesh",{},deedy
"St. Teresa's School, Bihar",{},deedy
"St. Teresa's School, Odisha",{},deedy
"St. Teresa's School, West Bengal",{},deedy
"St. Teresa's Secondary School, West Bengal",{},deedy
"St. Theresa Bacq Public School, Karnataka",{},deedy
"St. Theresa High School, Andhra Pradesh",{},deedy
"St. Theresa's School, Karnataka",{},deedy
"St. Theresa's School, Uttar Pradesh",{},deedy
"St. Theresa's School, Uttarakhand",{},deedy
"St. Thomas College, Uttar Pradesh",{},deedy
"St. Thomas Convent School, Punjab",{},deedy
"St. Thomas Convent School, Uttarakhand",{},deedy
"St. Thomas English High School, Tamilnadu",{},deedy
"St. Thomas English Medium School, Maharashtra",{},deedy
"St. Thomas English School, Odisha",{},deedy
"St. Thomas Higher Secondary School, Haryana",{},deedy
"St. Thomas Higher Secondary School, Madhya Pradesh",{},deedy
"St. Thomas Mission High School, Uttar Pradesh",{},deedy
"St. Thomas Public School, Karnataka",{},deedy
"St. Thomas Residential School, Kerala",{},deedy
"St. Thomas School, Jharkhand",{},deedy
"St. Thomas School, Uttar Pradesh",{},deedy
"St. Thomas' Boys' School, West Bengal",{},deedy
"St. Thomas' Church School, West Bengal",{},deedy
"St. Thomas' College, Uttarakhand",{},deedy
"St. Thomas' Day School, West Bengal",{},deedy
"St. Thomas' English Medium School, Uttar Pradesh",{},deedy
"St. Thomas' Girls' School, West Bengal",{},deedy
"St. Thomas' High School, West Bengal",{},deedy
"St. Vincent CMI Residential School, Kerala",{},deedy
"St. Vincent Pallotti School, Karnataka",{},deedy
"St. Vincent's Convent School, Kerala",{},deedy
"St. Vincent's Convent School, Odisha",{},deedy
"St. Vincent's High &Technical School, West Bengal",{},deedy
"St. Vincent's School, Odisha",{},deedy
"St. Xavier High School, Himachal Pradesh",{},deedy
"St. Xavier School, West Bengal",{},deedy
"St. Xavier's College, Uttar Pradesh",{},deedy
"St. Xavier's Collegiate School, West Bengal",{},deedy
"St. Xavier's Convent School, Uttar Pradesh",{},deedy
"St. Xavier's English School, Jharkhand",{},deedy
"St. Xavier's High School, Bihar",{},deedy
"St. Xavier's High School, Chattisgarh",{},deedy
"St. Xavier's High School, Haryana",{},deedy
"St. Xavier's High School, Madhya Pradesh",{},deedy
"St. Xavier's High School, Maharashtra",{},deedy
"St. Xavier's High School, Odisha",{},deedy
"St. Xavier's High School, Punjab",{},deedy
"St. Xavier's High School, Uttar Pradesh",{},deedy
"St. Xavier's Institution, West Bengal",{},deedy
"St. Xavier's School, Jharkhand",{},deedy
"St. Xavier's School, Sikkim",{},deedy
"St. Xavier's School, Uttar Pradesh",{},deedy
"St. Xavier's School, Uttarakhand",{},deedy
"St. Xavier's School, West Bengal",{},deedy
"St. Xavier's Senior Secondary School, Chandigarh",{},deedy
"St. Xavier's Senior Secondary School, Chattisgarh",{},deedy
"St. Xaviers English Medium School, Maharashtra",{},deedy
"St.Anne's School, Karnataka",{},deedy
"St.Francis High School, Madhya Pradesh",{},deedy
"St.Joseph's English Medium School, West Bengal",{},deedy
"St.Maria School, Jharkhand",{},deedy
"St.Mary's Central School, Kerala",{},deedy
"St.Mary's Convent School, Uttar Pradesh",{},deedy
"St.Michael's Academy, Tamilnadu",{},deedy
"St.Teresa Of Avila School, Kerala",{},deedy
"St.Theresa English School, Odisha",{},deedy
"St.Theresa's Academy, Kerala",{},deedy
"St.Thereses School, Uttar Pradesh",{},deedy
"Standard Public School, Karnataka",{},deedy
"Stanes School, Tamilnadu",{},deedy
"Starwards Public School, Uttar Pradesh",{},deedy
"Stella Maris Inter College, Uttar Pradesh",{},deedy
